,,,,TURNOUT,,,,,,,REJECTED BALLOTS,,,,,,,POSTAL VOTES,,,,,,,,,,,,,,,,,,,AUTHORITY DATA,,,,,,,,,,,,,,
ONS code,Authority,Ward Name,Electorate ,Total number of ballots at count ,Ballot box turnout (inc votes rejected at count),Total number of valid votes counted,Valid vote turnout (all valid votes),Total number of ballots returned by close of poll,Total participation turnout (inc postal votes rejected and votes  rejected at count),,Number of ballot papers rejected or not counted at the count for a) want of official mark,Number of ballot papers rejected at the count for b) voting more than once,Number of ballot papers rejected at the count for c) Writing or mark by which the voter could be identified,Number of ballot papers rejected at the count for d) unmarked or wholly void for uncertainty,Number of ballot papers rejected at the count for e) rejected in part,Total number of ballot papers rejected at the count ,,Number of postal ballot papers issued,Total number of covering envelopes received by RO before the close of poll ,Number of covering envelopes received after close of poll,Number of covering envelopes returned as undelivered ,Number of covering envelopes set aside for verification,Number of postal voting statements rejected following verification -not completed,Number of postal voting statements rejected following verification -personal identifier match,Number of postal votes included in the count,TOTAL marked 'REJECTED',,PV statement rejected (No signature),PV statement rejected (No DoB),PV statement rejected (Both),PV statement rejected (Mismatched signature) ,PV statement rejected (Mismatched DoB) ,PV statement rejected (Mismatched both) ,Ballot paper not returned ,Postal voting statement unreturned ,,Proxies appointed for this election,Emergency proxies  appointed,Waivers were granted for this election,What was the total number of polling stations used?,At what time did counting for ballot papers begin?,At what time did voting for ballot papers end?,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E05008670,Cheshire West & Chester,Farndon,"3,359","2,502",74.50,"2,494",74.26,"2,516",74.92,,0,0,0,8,0,8,,488,374,1,0,374,2,4,360,13,,,,,,,,,,,,,,,,,,,,,,,,,
E05008671,Cheshire West & Chester,Frodsham,"7,457","5,324",71.40,"5,284",70.86,"5,335",71.55,,0,10,0,30,0,40,,"1,120",703,3,3,696,1,3,692,4,,,,,,,,,,,,,,,,,,,,,,,,,
E05008672,Cheshire West & Chester,Garden Quarter,"3,990","2,338",58.60,"2,329",58.37,"2,344",58.75,,0,2,0,7,0,9,,329,149,3,19,145,0,2,143,2,,,,,,,,,,,,,,,,,,,,,,,,,
E05008673,Cheshire West & Chester,Gowy,"3,294","2,447",74.30,"2,438",74.03,"2,460",74.69,,0,2,0,7,0,9,,495,384,6,3,384,2,5,371,12,,,,,,,,,,,,,,,,,,,,,,,,,
E05008674,Cheshire West & Chester,Grange,"3,440","1,961",57.00,"1,944",56.51,"1,972",57.32,,,,,,,17,,234,184,0,3,184,2,4,173,11,,,,,,,,,,,,,,,,,,,,,,,,,
E05008675,Cheshire West & Chester,Great Broughton,"7,330","5,578",76.10,"5,553",75.76,"5,611",76.55,,0,3,0,22,0,25,,"1,239",886,0,6,886,1,13,853,32,,,,,,,,,,,,,,,,,,,,,,,,,
E05008676,Cheshire West & Chester,Handbridge Park,"7,477","5,683",76.00,"5,661",75.71,"5,708",76.33,,0,5,0,17,0,22,,"1,549","1,130",12,2,"1,130",1,8,"1,105",25,,,,,,,,,,,,,,,,,,,,,,,,,
E05008677,Cheshire West & Chester,Hartford & Greenbank,"6,603","4,959",75.10,"4,906",74.30,"4,981",75.43,,0,28,0,25,0,53,,"1,017",807,1,4,807,3,9,785,21,,,,,,,,,,,,,,,,,,,,,,,,,
E05008678,Cheshire West & Chester,Helsby,"3,991","2,933",73.50,"2,913",73.00,"2,949",73.90,,0,3,0,17,0,20,,578,436,0,3,436,2,9,420,14,,,,,,,,,,,,,,,,,,,,,,,,,
E05008679,Cheshire West & Chester,Hoole,"7,203","5,179",71.90,"5,163",71.68,"5,204",72.25,,0,0,0,16,0,16,,"1,059",747,6,3,747,2,15,722,22,,,,,,,,,,,,,,,,,,,,,,,,,
E05008680,Cheshire West & Chester,Kingsley,"3,544","2,718",76.70,"2,703",76.28,"2,727",76.95,,13,0,2,0,0,15,,570,413,1,2,413,1,5,404,8,,,,,,,,,,,,,,,,,,,,,,,,,
E05008681,Cheshire West & Chester,Lache,"3,963","2,588",65.30,"2,575",64.97,"2,602",65.65,,,,,,,13,,702,531,1,4,531,1,10,517,12,,,,,,,,,,,,,,,,,,,,,,,,,
E05008682,Cheshire West & Chester,Ledsham & Manor,"6,454","4,737",73.40,"4,719",73.12,"4,764",73.82,,0,4,0,14,0,18,,895,666,0,5,666,4,11,639,25,,,,,,,,,,,,,,,,,,,,,,,,,
E05008683,Cheshire West & Chester,Little Neston & Burton,"7,055","5,369",76.10,"5,348",75.80,"5,399",76.53,,,,,,,21,,960,772,1,2,772,7,15,742,24,,,,,,,,,,,,,,,,,,,,,,,,,
E05008684,Cheshire West & Chester,Malpas,"3,455","2,419",70.00,"2,394",69.28,"2,424",70.14,,0,6,0,19,0,25,,466,328,2,3,328,1,2,323,5,,,,,,,,,,,,,,,,,,,,,,,,,
E05008685,Cheshire West & Chester,Marbury,"9,557","6,585",68.90,"6,532",68.35,"6,611",69.17,,0,3,0,50,0,53,,"1,055",714,1,4,714,0,2,688,24,,,,,,,,,,,,,,,,,,,,,,,,,
E05008686,Cheshire West & Chester,Neston,"3,292","2,097",63.70,"2,087",63.40,"2,105",63.94,,0,2,0,8,0,10,,372,275,2,1,275,0,5,267,8,,,,,,,,,,,,,,,,,,,,,,,,,
E05008687,Cheshire West & Chester,Netherpool,"2,767","1,713",61.90,"1,705",61.61,"1,723",62.26,,0,1,0,7,0,8,,307,235,0,4,235,3,3,225,9,,,,,,,,,,,,,,,,,,,,,,,,,
E05008688,Cheshire West & Chester,Newton,"7,891","5,461",69.20,"5,435",68.87,"5,493",69.61,,0,8,0,18,0,26,,"1,310",955,3,14,955,3,13,923,29,,,,,,,,,,,,,,,,,,,,,,,,,
E05008689,Cheshire West & Chester,Parkgate,"3,127","2,411",77.10,"2,400",76.75,"2,424",77.52,,0,2,1,8,0,11,,547,420,3,2,420,3,9,407,12,,,,,,,,,,,,,,,,,,,,,,,,,
E05008690,Cheshire West & Chester,Rossmore,"3,086","1,830",59.30,"1,814",58.78,"1,840",59.62,,0,0,0,16,0,16,,293,222,0,9,222,5,3,212,10,,,,,,,,,,,,,,,,,,,,,,,,,
E05008692,Cheshire West & Chester,Saughall & Mollington,"3,814","2,872",75.30,"2,852",74.78,"2,893",75.85,,,,,,,20,,833,555,5,0,555,0,10,534,18,,,,,,,,,,,,,,,,,,,,,,,,,
E05008693,Cheshire West & Chester,Shakerley,"3,421","2,237",65.40,"2,210",64.61,"2,251",65.81,,0,0,0,27,0,27,,485,333,5,3,333,1,7,319,14,,,,,,,,,,,,,,,,,,,,,,,,,
E05008691,Cheshire West & Chester,St. Pauls,"6,752","4,436",65.70,"4,396",65.11,"4,452",65.94,,0,0,0,40,0,40,,635,500,0,8,500,2,9,484,15,,,,,,,,,,,,,,,,,,,,,,,,,
E05008694,Cheshire West & Chester,Strawberry,"4,190","3,084",73.60,"3,071",73.29,"3,091",73.77,,0,0,0,13,0,13,,433,356,2,7,356,0,3,349,6,,,,,,,,,,,,,,,,,,,,,,,,,
E05008695,Cheshire West & Chester,Sutton,"7,117","4,783",67.20,"4,762",66.90,"4,797",67.40,,0,8,0,13,0,21,,739,574,2,4,574,1,5,560,12,,,,,,,,,,,,,,,,,,,,,,,,,
E05008696,Cheshire West & Chester,Tarporley,"3,873","2,905",75.00,"2,876",74.25,"2,918",75.34,,,,,,,29,,584,443,5,4,443,0,7,430,11,,,,,,,,,,,,,,,,,,,,,,,,,
E05008697,Cheshire West & Chester,Tarvin & Kelsall,"6,897","5,083",73.70,"5,044",73.13,"5,100",73.95,,0,9,0,30,0,39,,"1,041",675,14,6,675,2,11,658,15,,,,,,,,,,,,,,,,,,,,,,,,,
E05008698,Cheshire West & Chester,Tattenhall,"3,663","2,722",74.30,"2,706",73.86,"2,737",74.71,,,,,,,16,,502,405,0,5,405,3,8,390,15,,,,,,,,,,,,,,,,,,,,,,,,,
E05008699,Cheshire West & Chester,Upton,"7,056","5,045",71.50,"4,994",70.78,"5,068",71.83,,0,15,0,36,0,51,,"1,147",865,2,5,865,1,2,842,23,,,,,,,,,,,,,,,,,,,,,,,,,
E05008700,Cheshire West & Chester,Weaver & Cuddington,"10,353","7,382",71.30,"7,359",71.08,"7,411",71.58,,0,0,0,23,0,23,,"1,347","1,035",7,6,"1,035",1,3,"1,006",27,,,,,,,,,,,,,,,,,,,,,,,,,
E05008701,Cheshire West & Chester,Whitby,"6,544","3,985",60.90,"3,969",60.66,"4,004",61.19,,0,5,0,11,0,16,,811,604,0,5,604,2,8,585,18,,,,,,,,,,,,,,,,,,,,,,,,,
E05008702,Cheshire West & Chester,Willaston & Thornton,"3,343","2,567",76.80,"2,534",75.81,"2,585",77.34,,0,0,0,33,0,33,,570,443,4,4,443,0,12,425,15,,,,,,,,,,,,,,,,,,,,,,,,,
E05008703,Cheshire West & Chester,Winnington & Castle,"7,192","4,286",59.60,"4,247",59.06,"4,305",59.86,,0,10,1,28,0,39,,724,503,2,7,503,4,11,484,17,,,,,,,,,,,,,,,,,,,,,,,,,
E05008704,Cheshire West & Chester,Winsford Over & Verdin,"9,863","5,849",59.30,"5,812",58.92,"5,895",59.77,,0,5,1,31,0,37,,"1,260",923,2,12,923,9,21,877,43,,,,,,,,,,,,,,,,,,,,,,,,,
E05008705,Cheshire West & Chester,Winsford Swanlow & Dene,"6,819","4,119",60.40,"4,093",60.02,"4,143",60.75,,0,10,0,16,0,26,,779,585,5,11,585,4,12,561,24,,,,,,,,,,,,,,,,,,,,,,,,,
E05008706,Cheshire West & Chester,Winsford Wharton,"7,193","4,179",58.10,"4,113",57.18,"4,196",58.34,,0,2,1,63,0,66,,663,438,6,8,438,2,7,421,16,,,,,,,,,,,,,,,,,,,,,,,,,
E05008707,Cheshire West & Chester,Witton & Rudheath,"6,411","3,667",57.20,"3,608",56.28,"3,689",57.54,,0,0,0,59,0,59,,688,483,3,6,483,5,11,461,15,,,,,,,,,,,,,,,,,,,,,,,,,
,Darlington,Bank Top & Lascelles,"4,892","2,404",49.14,"2,396",48.98,"2,454",50.16,,0,1,0,7,0,8,,804,701,0,1,701,5,10,651,15,,11,15,43,69,55,62,4,22,,184,19,41,63,00:30,04:10,,,,,,,,,
,Darlington,Brinkburn & Faverdale,"4,632","3,002",64.81,"2,977",64.27,"3,111",67.16,,0,0,0,25,0,25,,"1,023",977,4,1,977,7,19,868,26,,,,,,,,,,,,,,,,,,,,,,,,,
,Darlington,Cockerton,"4,688","2,751",58.68,"2,712",57.85,"2,811",59.96,,0,0,0,39,0,39,,870,804,0,0,0,6,10,744,17,,,,,,,,,,,,,,,,,,,,,,,,,
E05001557,Darlington,College,"3,423","2,567",74.99,"2,560",74.79,"2,607",76.16,,0,0,0,7,0,7,,797,746,1,2,746,4,2,706,5,,,,,,,,,,,,,,,,,,,,,,,,,
,Darlington,Eastbourne,"4,931","2,565",52.02,"2,552",51.75,"2,624",53.21,,0,3,0,10,0,13,,803,724,0,0,724,6,7,665,13,,,,,,,,,,,,,,,,,,,,,,,,,
,Darlington,Harrowgate Hill,"4,941","3,203",64.82,"3,180",64.36,"3,359",67.98,,0,1,0,22,0,23,,"1,022","1,004",3,0,"1,004",8,13,848,22,,,,,,,,,,,,,,,,,,,,,,,,,
,Darlington,Haughton & Springfield,"4,903","2,960",60.37,"2,916",59.47,"3,054",62.29,,0,2,0,42,0,44,,"1,096","1,004",2,1,"1,004",3,12,910,16,,,,,,,,,,,,,,,,,,,,,,,,,
,Darlington,Heighington & Coniscliffe,"3,324","2,405",72.35,"2,395",72.05,"2,470",74.31,,0,0,0,10,0,10,,674,672,1,1,672,2,7,607,9,,,,,,,,,,,,,,,,,,,,,,,,,
,Darlington,Hummersknott,"3,183","2,446",76.85,"2,432",76.41,"2,517",79.08,,0,2,0,12,0,14,,956,918,0,4,918,3,8,847,10,,,,,,,,,,,,,,,,,,,,,,,,,
,Darlington,Hurworth,"2,918","2,092",71.69,"2,082",71.35,"2,132",73.06,,0,0,0,10,0,10,,593,546,2,2,546,2,5,506,7,,,,,,,,,,,,,,,,,,,,,,,,,
E05001570,Darlington,Mowden,"3,142","2,386",75.94,"2,383",75.84,"2,421",77.05,,0,0,0,3,0,3,,853,801,1,1,801,2,9,766,11,,,,,,,,,,,,,,,,,,,,,,,,,
,Darlington,North Road,"4,521","2,468",54.59,"2,460",54.41,"2,476",54.77,,0,4,0,4,0,8,,825,700,1,1,700,1,18,692,18,,,,,,,,,,,,,,,,,,,,,,,,,
,Darlington,Northgate,"2,708","1,449",53.51,"1,441",53.21,"1,500",55.39,,0,0,0,8,0,8,,364,358,1,2,358,4,6,307,11,,,,,,,,,,,,,,,,,,,,,,,,,
,Darlington,Park East,"4,908","2,493",50.79,"2,480",50.53,"2,547",51.89,,0,1,0,12,0,13,,685,598,0,1,598,2,8,544,12,,,,,,,,,,,,,,,,,,,,,,,,,
,Darlington,Park West,"3,435","2,651",77.18,"2,638",76.80,"2,705",78.75,,0,0,0,13,0,13,,851,795,1,3,795,2,5,741,6,,,,,,,,,,,,,,,,,,,,,,,,,
,Darlington,Pierremont,"4,404","2,807",63.74,"2,782",63.17,"2,866",65.08,,0,0,0,25,0,25,,732,688,0,2,688,1,7,629,7,,,,,,,,,,,,,,,,,,,,,,,,,
,Darlington,Red Hall & Lingfield,"2,649","1,536",57.98,"1,529",57.72,"1,565",59.08,,0,0,0,7,0,7,,436,392,0,1,392,0,9,363,9,,,,,,,,,,,,,,,,,,,,,,,,,
,Darlington,Sadberge & Middleton St George,"4,713","3,310",70.23,"3,297",69.96,"3,379",71.70,,0,3,0,10,0,13,,"1,070","1,005",2,2,"1,005",5,11,936,17,,,,,,,,,,,,,,,,,,,,,,,,,
,Darlington,Stephenson,"2,543","1,223",48.09,"1,209",47.54,"1,285",50.53,,0,0,0,14,0,14,,480,442,0,2,442,3,9,380,12,,,,,,,,,,,,,,,,,,,,,,,,,
,Darlington,Whinfield,"3,268","2,150",65.79,"2,146",65.67,"2,219",67.90,,0,0,0,4,0,4,,802,753,1,1,753,3,11,684,15,,,,,,,,,,,,,,,,,,,,,,,,,
E05001767,Derby,Abbey,"9,879","5,410",54.76,"5,364",54.30,"5,509",55.76,,0,3,1,42,,46,,"1,637","1,318",10,10,"1,318",7,79,"1,219",93,,20,14,47,294,580,248,0,0,,371,25,228,86,05:00,09:00,,,,,,,,,
E05001768,Derby,Allestree,"11,151","8,643",77.51,"8,626",77.36,"8,732",78.31,,0,3,0,14,,17,,"2,273","2,068",7,6,"2,068",6,67,"1,979",82,,,,,,,,,,,,,,,,,,,,,,,,,
E05001769,Derby,Alvaston,"11,394","6,369",55.90,"6,336",55.61,"6,434",56.47,,0,5,0,28,,33,,"1,497","1,271",8,4,"1,271",3,44,"1,206",58,,,,,,,,,,,,,,,,,,,,,,,,,
E05001770,Derby,Arboretum,"10,863","5,026",46.27,"4,984",45.88,"5,186",47.74,,0,17,0,25,,42,,"2,417","1,684",22,13,"1,684",9,127,"1,524",149,,,,,,,,,,,,,,,,,,,,,,,,,
E05001771,Derby,Blagreaves,"9,937","6,562",66.04,"6,526",65.67,"6,646",66.88,,0,10,0,26,,36,,"1,730","1,518",6,4,"1,518",1,59,"1,434",68,,,,,,,,,,,,,,,,,,,,,,,,,
E05001772,Derby,Boulton,"9,988","5,772",57.79,"5,755",57.62,"5,833",58.40,,0,5,0,12,,17,,"1,434","1,186",7,0,"1,186",6,48,"1,125",56,,,,,,,,,,,,,,,,,,,,,,,,,
E05001773,Derby,Chaddesden,"10,110","6,267",61.99,"6,237",61.69,"6,341",62.72,,0,5,0,25,,30,,"1,757","1,531",7,4,"1,531",3,54,"1,457",66,,,,,,,,,,,,,,,,,,,,,,,,,
E05001774,Derby,Chellaston,"11,432","7,656",66.97,"7,628",66.72,"7,729",67.61,,0,2,3,23,,28,,"1,907","1,644",6,5,"1,644",4,50,"1,571",60,,,,,,,,,,,,,,,,,,,,,,,,,
E05001775,Derby,Darley,"10,429","6,921",66.36,"6,898",66.14,"6,999",67.11,,0,3,0,20,,23,,"1,776","1,551",19,5,"1,551",7,54,"1,473",71,,,,,,,,,,,,,,,,,,,,,,,,,
E05001776,Derby,Derwent,"9,679","4,979",51.44,"4,956",51.20,"5,045",52.12,,0,4,0,19,,23,,"1,311","1,102",3,5,"1,102",6,46,"1,036",59,,,,,,,,,,,,,,,,,,,,,,,,,
E05001777,Derby,Littleover,"10,588","7,609",71.86,"7,585",71.64,"7,709",72.81,,0,8,0,16,,24,,"2,050","1,792",15,5,"1,792",3,74,"1,692",84,,,,,,,,,,,,,,,,,,,,,,,,,
E05001778,Derby,Mackworth,"9,617","5,522",57.42,"5,502",57.21,"5,599",58.22,,0,5,1,14,,20,,"1,406","1,234",11,5,"1,234",8,46,"1,157",61,,,,,,,,,,,,,,,,,,,,,,,,,
E05001779,Derby,Mickleover,"11,712","8,619",73.59,"8,593",73.37,"8,739",74.62,,0,1,1,24,,26,,"2,255","2,044",20,5,"2,044",4,102,"1,924",113,,,,,,,,,,,,,,,,,,,,,,,,,
E05001780,Derby,Normanton,"10,413","5,306",50.96,"5,258",50.49,"5,473",52.56,,0,21,0,27,,48,,"1,873","1,456",20,5,"1,456",1,107,"1,289",132,,,,,,,,,,,,,,,,,,,,,,,,,
E05001781,Derby,Oakwood,"10,109","6,579",65.08,"6,527",64.57,"6,658",65.86,,0,6,0,46,,52,,"1,749","1,545",9,3,"1,545",4,58,"1,466",65,,,,,,,,,,,,,,,,,,,,,,,,,
E05001782,Derby,Sinfin,"10,135","5,017",49.50,"4,932",48.66,"5,114",50.46,,0,12,0,73,,85,,"1,366","1,127",19,9,"1,127",6,62,"1,030",82,,,,,,,,,,,,,,,,,,,,,,,,,
E05001783,Derby,Spondon,"10,007","6,657",66.52,"6,637",66.32,"6,716",67.11,,0,2,0,18,,20,,"1,688","1,505",6,3,"1,505",3,45,"1,446",36,,,,,,,,,,,,,,,,,,,,,,,,,
E05001687,East Riding Of Yorkshire,Beverley Rural,"11,403","7,951",69.73,"7,910",69.37,"7,996",70.12,,0,5,0,36,0,41,,"1,372","1,176",5,4,"1,176",2,5,"1,131",37,,35,24,9,27,33,18,20,"1,007",,"1,003",67,230,290,13:00,17:30,,,,,,,,,
E05001688,East Riding Of Yorkshire,Bridlington Central & Old Town,"8,432","4,354",51.64,"4,288",50.85,"4,396",52.13,,52,9,0,5,0,66,,799,661,0,2,661,1,7,619,25,,,,,,,,,,,,,,,,,,,,,,,,,
E05001689,East Riding Of Yorkshire,Bridlington North,"11,766","7,161",60.86,"7,053",59.94,"7,296",62.01,,0,6,100,2,0,108,,"1,748","1,515",0,14,"1,515",6,7,"1,380",68,,,,,,,,,,,,,,,,,,,,,,,,,
E05001690,East Riding Of Yorkshire,Bridlington South,"10,929","5,485",50.19,"5,392",49.34,"5,522",50.53,,34,55,0,4,0,93,,"1,033",832,0,8,832,2,2,795,26,,,,,,,,,,,,,,,,,,,,,,,,,
E05001691,East Riding Of Yorkshire,Cottingham North,"6,816","4,804",70.48,"4,771",70.00,"4,839",70.99,,0,2,0,31,0,33,,946,848,0,1,848,0,5,813,23,,,,,,,,,,,,,,,,,,,,,,,,,
E05001692,East Riding Of Yorkshire,Cottingham South,"7,324","4,787",65.36,"4,721",64.46,"4,820",65.81,,0,0,0,66,0,66,,"1,179","1,043",0,5,"1,043",1,4,"1,010",32,,,,,,,,,,,,,,,,,,,,,,,,,
E05001693,East Riding Of Yorkshire,Dale,"13,666","9,380",68.64,"9,335",68.31,"9,435",69.04,,0,4,1,40,0,45,,"2,164","1,893",10,11,"1,893",1,5,"1,838",39,,,,,,,,,,,,,,,,,,,,,,,,,
E05001694,East Riding Of Yorkshire,Driffield & Rural,"12,165","7,137",58.67,"7,035",57.83,"7,190",59.10,,75,14,2,11,0,102,,"1,253","1,080",1,5,"1,080",4,2,"1,027",24,,,,,,,,,,,,,,,,,,,,,,,,,
E05001695,East Riding Of Yorkshire,East Wolds & Coastal,"12,131","7,971",65.71,"7,933",65.39,"8,015",66.07,,27,2,0,9,0,38,,"1,211","1,070",6,8,"1,070",2,3,"1,026",29,,,,,,,,,,,,,,,,,,,,,,,,,
E05001696,East Riding Of Yorkshire,Goole North,"8,501","4,866",57.24,"4,747",55.84,"4,891",57.53,,,,,,,119,,"1,026",801,0,2,801,5,0,776,28,,,,,,,,,,,,,,,,,,,,,,,,,
E05001697,East Riding Of Yorkshire,Goole South,"7,546","3,677",48.73,"3,608",47.81,"3,751",49.71,,,,,,,69,,684,585,2,1,585,3,4,511,27,,,,,,,,,,,,,,,,,,,,,,,,,
E05001698,East Riding Of Yorkshire,Hessle,"11,628","7,124",61.27,"7,063",60.74,"7,164",61.61,,0,25,36,0,0,61,,"1,164",936,3,3,936,2,2,896,47,,,,,,,,,,,,,,,,,,,,,,,,,
E05001699,East Riding Of Yorkshire,Howden,"4,195","2,798",66.70,"2,745",65.44,"2,817",67.15,,0,5,0,48,0,53,,585,441,4,0,441,4,1,422,19,,,,,,,,,,,,,,,,,,,,,,,,,
E05001700,East Riding Of Yorkshire,Howdenshire,,Uncontested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E05001701,East Riding Of Yorkshire,Mid Holderness,"11,482","7,656",66.68,"7,597",66.16,"7,683",66.91,,0,3,0,56,0,59,,"1,160",963,0,5,963,2,4,936,27,,,,,,,,,,,,,,,,,,,,,,,,,
E05001702,East Riding Of Yorkshire,Minster & Woodmansey,"12,919","8,176",63.29,"8,084",62.57,"8,242",63.80,,0,15,0,77,0,92,,"1,368","1,195",1,8,"1,195",2,3,"1,129",47,,,,,,,,,,,,,,,,,,,,,,,,,
E05001703,East Riding Of Yorkshire,North Holderness,"8,450","5,285",62.54,"5,243",62.05,"5,310",62.84,,0,10,0,32,0,42,,921,790,1,6,790,2,4,765,18,,,,,,,,,,,,,,,,,,,,,,,,,
E05001704,East Riding Of Yorkshire,Pocklington Provincial,"13,416","9,008",67.14,"8,951",66.72,"9,048",67.44,,42,6,0,9,0,57,,"1,443","1,261",7,6,"1,261",2,3,"1,221",18,,,,,,,,,,,,,,,,,,,,,,,,,
E05001706,East Riding Of Yorkshire,Snaith/Airmyn & Rawcliffe & Marshland,"8,014","5,341",66.65,"5,292",66.03,"5,362",66.91,,,,,,,49,,923,712,2,2,712,0,1,691,21,,,,,,,,,,,,,,,,,,,,,,,,,
E05001707,East Riding Of Yorkshire,South East Holderness,"11,930","6,958",58.32,"6,893",57.78,"7,005",58.72,,0,1,0,64,0,65,,"1,104",948,2,1,948,3,7,901,24,,,,,,,,,,,,,,,,,,,,,,,,,
E05001708,East Riding Of Yorkshire,South Hunsley,"8,289","5,995",72.32,"5,937",71.63,"6,043",72.90,,0,0,0,58,0,58,,"1,260","1,096",7,6,"1,096",3,7,"1,048",37,,,,,,,,,,,,,,,,,,,,,,,,,
E05001709,East Riding Of Yorkshire,South West Holderness,"11,947","7,390",61.86,"7,324",61.30,"7,427",62.17,,0,7,0,59,0,66,,"1,200",978,7,6,978,2,0,941,23,,,,,,,,,,,,,,,,,,,,,,,,,
E05001705,East Riding Of Yorkshire,St. Marys,"13,016","9,012",69.24,"8,948",68.75,"9,097",69.89,,0,25,0,39,0,64,,"1,625","1,407",1,3,"1,407",10,0,"1,322",40,,,,,,,,,,,,,,,,,,,,,,,,,
E05001710,East Riding Of Yorkshire,Tranby,"7,860","5,140",65.39,"5,074",64.55,"5,198",66.13,,0,5,2,59,0,66,,"1,143",996,1,6,996,4,1,938,36,,,,,,,,,,,,,,,,,,,,,,,,,
E05001711,East Riding Of Yorkshire,Willerby & Kirk Ella,"11,189","7,872",70.35,"7,799",69.70,"7,930",70.87,,0,73,0,0,0,73,,"2,067","1,811",3,6,"1,811",3,2,"1,753",58,,,,,,,,,,,,,,,,,,,,,,,,,
E05001712,East Riding Of Yorkshire,Wolds Weighton,"12,721","8,399",66.02,"8,307",65.30,"8,439",66.34,,85,4,0,3,0,92,,"1,404","1,198",4,4,"1,198",2,2,"1,158",33,,,,,,,,,,,,,,,,,,,,,,,,,
E05001577,Halton,Appleton,"5,001","2,786",55.70,"2,719",54.36,"2,816",56.30,,0,10,0,57,0,67,,297,253,1,1,253,2,2,223,2,,16,15,23,27,23,4,15,8,,228,18,127,75,22:15,16:05,,,,,,,,,
E05001578,Halton,Beechwood,"3,028","2,250",74.30,"2,248",74.23,"2,255",74.47,,0,0,0,2,0,2,,325,275,0,0,275,3,1,270,3,,,,,,,,,,,,,,,,,,,,,,,,,
E05001579,Halton,Birchfield,"5,404","3,713",68.70,"3,677",68.03,"3,727",68.96,,0,10,0,26,0,36,,475,409,1,0,409,1,5,395,2,,,,,,,,,,,,,,,,,,,,,,,,,
E05001580,Halton,Broadheath,,Uncontested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E05001582,Halton,Daresbury,"3,457","2,575",74.50,"2,558",74.01,"2,577",74.56,,0,0,5,12,0,17,,473,379,0,2,379,2,2,377,3,,,,,,,,,,,,,,,,,,,,,,,,,
E05001583,Halton,Ditton,"5,594","3,457",61.80,"3,400",60.78,"3,472",62.07,,0,7,0,50,0,57,,341,298,2,0,298,1,3,283,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05001584,Halton,Farnworth,"6,408","4,210",65.70,"4,186",65.33,"4,217",65.81,,0,10,1,13,0,24,,548,473,2,2,473,5,2,466,3,,,,,,,,,,,,,,,,,,,,,,,,,
E05001585,Halton,Grange,"4,953","2,907",58.70,"2,860",57.75,"2,919",58.94,,0,0,0,47,0,47,,321,274,2,1,274,3,1,262,3,,,,,,,,,,,,,,,,,,,,,,,,,
E05001587,Halton,Halton Brook,"4,904","2,987",60.90,"2,965",60.45,"3,007",61.31,,0,0,1,21,0,22,,380,300,2,0,300,6,2,280,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05001581,Halton,Halton Castle,"4,638","2,806",60.50,"2,782",59.98,"2,819",60.78,,0,0,6,18,0,24,,402,364,0,0,364,4,0,351,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05001588,Halton,Halton Lea,"4,637","2,903",62.60,"2,887",62.25,"2,913",62.82,,0,3,0,13,0,16,,419,330,3,0,330,2,6,320,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05001589,Halton,Halton View,"5,228","3,330",63.70,"3,303",63.18,"3,337",63.83,,0,0,0,27,0,27,,401,352,0,0,352,2,2,345,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05001590,Halton,Heath,"4,695","3,333",71.00,"3,318",70.68,"3,345",71.26,,0,1,0,14,0,15,,448,396,2,0,396,3,0,384,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05001591,Halton,Hough Green,"5,313","3,193",60.10,"3,150",59.29,"3,213",60.48,,0,0,0,43,0,43,,393,341,0,0,341,3,3,321,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05001592,Halton,Kingsway,"5,005","2,868",57.30,"2,841",56.76,"2,888",57.70,,0,3,2,22,0,27,,353,320,1,0,320,3,3,300,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05001593,Halton,Mersey,"5,340","3,006",56.30,"2,976",55.74,"3,018",56.52,,0,0,0,30,0,30,,344,280,0,0,280,4,3,268,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05001594,Halton,Norton North,"5,066","3,394",67.00,"3,379",66.70,"3,397",67.06,,0,2,0,13,0,15,,513,441,0,0,441,3,2,438,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05001595,Halton,Norton South,"4,720","3,063",64.90,"3,051",64.65,"3,076",65.18,,0,3,0,9,0,12,,403,324,1,0,324,2,6,311,0,,,,,,,,,,,,,,,,,,,,,,,,,
